GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0072522	purine-containing compound biosynthetic process	4.61944458479445e-07	2.70034900991844e-06	2.98 (27/677; 279/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT4G19710 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009308	amine metabolic process	4.746163463487e-07	2.75605030678611e-06	3.23 (24/677; 229/20876)	AT1G68440 AT1G32640 AT1G49500 AT1G07890 AT5G42650 AT2G44490 AT2G30870 AT4G34050 AT3G50740 AT5G13710 AT5G53120 AT2G05520 AT1G08930 AT1G19110 AT1G66200 AT1G51680 AT4G33050 AT4G38620 AT3G51660 AT3G53180 AT5G07300 AT5G19040 AT5G24030 AT5G49760
GO:0050832	defense response to fungus	5.01985988075183e-07	2.89580559602928e-06	2.72 (31/677; 351/20876)	AT2G40140 AT1G59870 AT4G33430 AT3G55980 AT3G63010 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT1G20440 AT1G66880 AT4G26090 AT5G02500 AT5G47120 AT5G47910 AT5G14740 AT4G17615 AT2G23810 AT1G02205 AT1G80820 AT1G02450 AT1G69270 AT3G01480 AT1G22070 AT4G31800 AT4G33050 AT5G44070
GO:0009787	regulation of abscisic acid-activated signaling pathway	5.62111782812492e-07	3.16495088602202e-06	6.65 (11/677; 51/20876)	AT1G01720 AT5G66880 AT2G33150 AT1G15100 AT2G22430 AT1G35670 AT3G11410 AT3G02140 AT4G35790 AT5G01810 AT5G53160
GO:1901419	regulation of response to alcohol	5.62111782812492e-07	3.16495088602202e-06	6.65 (11/677; 51/20876)	AT1G01720 AT5G66880 AT2G33150 AT1G15100 AT2G22430 AT1G35670 AT3G11410 AT3G02140 AT4G35790 AT5G01810 AT5G53160
GO:1905957	regulation of cellular response to alcohol	5.62111782812492e-07	3.16495088602202e-06	6.65 (11/677; 51/20876)	AT1G01720 AT5G66880 AT2G33150 AT1G15100 AT2G22430 AT1G35670 AT3G11410 AT3G02140 AT4G35790 AT5G01810 AT5G53160
GO:1900140	regulation of seedling development	5.63080097609199e-07	3.16495088602202e-06	5.49 (13/677; 73/20876)	AT1G60190 AT3G06500 AT5G66880 AT2G18790 AT1G62380 AT1G20450 AT4G01026 AT4G39400 AT5G02500 AT2G41310 AT1G19050 AT3G22840 AT3G47620
GO:0072521	purine-containing compound metabolic process	5.72670248892337e-07	3.19835278127601e-06	2.61 (33/677; 390/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT4G19710 AT5G02500 AT5G04590 AT5G10450 AT5G13710 AT2G45960 AT1G12080 AT2G21660 AT1G65930 AT1G78380 AT1G76490 AT1G01620 AT1G66200 AT4G11820 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009873	ethylene-activated signaling pathway	6.08484776070226e-07	3.37686754474682e-06	4.19 (17/677; 125/20876)	AT1G23710 AT1G32920 AT3G55980 AT3G63010 AT2G30040 AT1G76600 AT5G59430 AT1G64610 AT1G27730 AT1G25560 AT3G46620 AT5G07580 AT2G27050 AT1G54100 AT1G69270 AT4G34000 AT4G17490
GO:0030968	endoplasmic reticulum unfolded protein response	6.63646587363568e-07	3.6598318919156e-06	3.5 (21/677; 185/20876)	AT2G40140 AT4G33430 AT4G34150 AT3G63010 AT3G11820 AT3G49530 AT3G57530 AT5G42050 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT5G47120 AT4G17615 AT2G02810 AT1G69270 AT3G28340 AT1G22070 AT4G33050 AT3G58120 AT5G02490
GO:0006986	response to unfolded protein	7.93189053873539e-07	4.2932195053714e-06	3.46 (21/677; 187/20876)	AT2G40140 AT4G33430 AT4G34150 AT3G63010 AT3G11820 AT3G49530 AT3G57530 AT5G42050 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT5G47120 AT4G17615 AT2G02810 AT1G69270 AT3G28340 AT1G22070 AT4G33050 AT3G58120 AT5G02490
GO:0034620	cellular response to unfolded protein	7.93189053873539e-07	4.2932195053714e-06	3.46 (21/677; 187/20876)	AT2G40140 AT4G33430 AT4G34150 AT3G63010 AT3G11820 AT3G49530 AT3G57530 AT5G42050 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT5G47120 AT4G17615 AT2G02810 AT1G69270 AT3G28340 AT1G22070 AT4G33050 AT3G58120 AT5G02490
GO:0035967	cellular response to topologically incorrect protein	7.93189053873539e-07	4.2932195053714e-06	3.46 (21/677; 187/20876)	AT2G40140 AT4G33430 AT4G34150 AT3G63010 AT3G11820 AT3G49530 AT3G57530 AT5G42050 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT5G47120 AT4G17615 AT2G02810 AT1G69270 AT3G28340 AT1G22070 AT4G33050 AT3G58120 AT5G02490
GO:0009637	response to blue light	8.55587388168925e-07	4.602546298642e-06	4.1 (17/677; 128/20876)	AT1G22770 AT2G34650 AT3G16850 AT3G45780 AT2G18790 AT2G30520 AT1G09570 AT1G04400 AT3G54890 AT2G27820 AT2G24790 AT3G08940 AT3G22840 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0048767	root hair elongation	8.66279224657434e-07	4.63164694569732e-06	3.44 (21/677; 188/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G01420 AT1G78620 AT4G38430 AT4G39400 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0009750	response to fructose	1.01520801819556e-06	5.39501294517961e-06	3.85 (18/677; 144/20876)	AT3G26520 AT3G15450 AT3G15630 AT3G47340 AT2G23460 AT2G39010 AT1G03090 AT1G20840 AT3G61060 AT5G20250 AT1G78680 AT1G60010 AT2G31390 AT1G23870 AT3G18780 AT1G66200 AT3G49790 AT3G53420
GO:0006073	cellular glucan metabolic process	1.05619934465574e-06	5.54562908350602e-06	2.58 (32/677; 382/20876)	AT1G22770 AT5G24470 AT1G30690 AT1G66180 AT3G24550 AT4G25480 AT3G62720 AT2G35880 AT2G24765 AT1G76160 AT4G02280 AT4G35090 AT4G39350 AT5G13730 AT2G39930 AT2G42580 AT1G05570 AT1G07280 AT1G02560 AT1G12500 AT3G02140 AT3G08600 AT3G06510 AT3G18780 AT3G23920 AT4G09020 AT4G12420 AT3G57410 AT5G40890 AT5G43060 AT5G54770 AT1G56590
GO:0044042	glucan metabolic process	1.05619934465574e-06	5.54562908350602e-06	2.58 (32/677; 382/20876)	AT1G22770 AT5G24470 AT1G30690 AT1G66180 AT3G24550 AT4G25480 AT3G62720 AT2G35880 AT2G24765 AT1G76160 AT4G02280 AT4G35090 AT4G39350 AT5G13730 AT2G39930 AT2G42580 AT1G05570 AT1G07280 AT1G02560 AT1G12500 AT3G02140 AT3G08600 AT3G06510 AT3G18780 AT3G23920 AT4G09020 AT4G12420 AT3G57410 AT5G40890 AT5G43060 AT5G54770 AT1G56590
GO:0009743	response to carbohydrate	1.0660065333564e-06	5.56380602936015e-06	2.54 (33/677; 401/20876)	AT3G48360 AT3G26520 AT1G66180 AT3G15450 AT3G15630 AT3G45780 AT3G47340 AT2G23460 AT2G39010 AT1G03090 AT1G20840 AT4G02280 AT3G54890 AT3G61060 AT5G45830 AT5G67030 AT5G20250 AT2G34710 AT1G78680 AT1G60010 AT2G24790 AT2G31390 AT1G54100 AT1G23870 AT1G69270 AT3G08940 AT3G22840 AT3G27690 AT3G18780 AT3G13510 AT1G66200 AT3G49790 AT3G53420
GO:0010017	red or far-red light signaling pathway	1.10191667702299e-06	5.71720082192557e-06	7.01 (10/677; 44/20876)	AT2G43010 AT3G59060 AT5G11260 AT2G18790 AT1G09570 AT4G16780 AT2G25930 AT1G09530 AT2G46340 AT2G24790
GO:0043900	regulation of multi-organism process	1.24470927159225e-06	6.39475279382134e-06	3.8 (18/677; 146/20876)	AT1G59870 AT1G32640 AT3G11820 AT5G18650 AT5G42650 AT2G44490 AT1G66880 AT4G26090 AT4G38430 AT5G14740 AT1G35670 AT1G02450 AT3G01480 AT1G22070 AT4G31800 AT4G33050 AT5G44070 AT2G41630
GO:0010647	positive regulation of cell communication	1.24709194640609e-06	6.39475279382134e-06	7.93 (9/677; 35/20876)	AT3G63010 AT5G66880 AT2G33150 AT1G15100 AT1G35670 AT3G05120 AT4G03110 AT4G35790 AT5G53160
GO:0009627	systemic acquired resistance	1.51245219821687e-06	7.71035912554867e-06	2.42 (35/677; 446/20876)	AT2G43010 AT1G11260 AT1G59870 AT3G63010 AT5G35735 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G05520 AT1G08930 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT1G22070 AT4G08850 AT4G11330 AT4G33050 AT5G02490 AT5G44070 AT5G24930
GO:0042743	hydrogen peroxide metabolic process	1.6486673531089e-06	8.35619047848928e-06	2.68 (29/677; 334/20876)	AT2G43010 AT2G41430 AT1G59870 AT3G26520 AT1G07890 AT3G11820 AT5G42650 AT2G44490 AT1G04400 AT1G66880 AT4G26090 AT4G35090 AT5G47910 AT5G14740 AT5G08330 AT2G22430 AT1G78600 AT1G02450 AT3G01480 AT3G05800 AT1G66200 AT1G22070 AT4G11330 AT4G33050 AT4G34120 AT3G49220 AT3G52880 AT5G44070 AT5G24930
GO:0016999	antibiotic metabolic process	1.88407757781297e-06	9.49447442418756e-06	2.36 (36/677; 470/20876)	AT2G43010 AT2G41430 AT1G59870 AT3G26520 AT2G42790 AT1G07890 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G04400 AT1G64610 AT1G66880 AT4G26090 AT4G35090 AT5G47910 AT5G14740 AT5G08330 AT2G22430 AT1G78600 AT1G34420 AT1G02450 AT3G01480 AT3G05800 AT1G66200 AT1G22070 AT4G11330 AT4G23470 AT4G33050 AT4G34120 AT3G49220 AT3G52880 AT5G02490 AT5G44070 AT5G24930
GO:0042436	indole-containing compound catabolic process	1.93125228502404e-06	9.6765903965415e-06	4.95 (13/677; 81/20876)	AT1G59870 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G44070 AT5G49760
GO:0051187	cofactor catabolic process	2.01812252528613e-06	1.00544022940391e-05	3.85 (17/677; 136/20876)	AT2G41430 AT3G26520 AT1G07890 AT4G31390 AT1G04400 AT4G35090 AT5G01520 AT5G47910 AT2G22430 AT2G38800 AT1G54100 AT1G70610 AT1G66200 AT4G34120 AT3G49220 AT3G52880 AT5G43150
GO:0009646	response to absence of light	2.0733655499686e-06	1.02712667447151e-05	7.5 (9/677; 37/20876)	AT2G41430 AT1G09070 AT2G40000 AT4G34150 AT3G55980 AT3G47340 AT2G41100 AT4G01800 AT4G33050
GO:0010029	regulation of seed germination	2.33365856256604e-06	1.14957870054259e-05	5.29 (12/677; 70/20876)	AT1G60190 AT3G06500 AT5G66880 AT2G18790 AT1G62380 AT1G20450 AT4G01026 AT5G02500 AT2G41310 AT1G19050 AT3G22840 AT3G47620
GO:0051273	beta-glucan metabolic process	2.73557885594748e-06	1.34003951014658e-05	3.77 (17/677; 139/20876)	AT1G30690 AT1G66180 AT3G24550 AT2G35880 AT2G24765 AT1G76160 AT4G39350 AT2G42580 AT1G05570 AT1G12500 AT3G08600 AT3G18780 AT4G12420 AT3G57410 AT5G40890 AT5G43060 AT1G56590
GO:0080147	root hair cell development	3.01316606375536e-06	1.46781715269486e-05	3.19 (21/677; 203/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G01420 AT1G78620 AT4G38430 AT4G39400 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0072524	pyridine-containing compound metabolic process	3.17880733431644e-06	1.5399514448884e-05	2.5 (31/677; 383/20876)	AT2G41430 AT3G26520 AT4G18710 AT2G44920 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G47430 AT5G02500 AT5G04590 AT5G10450 AT5G13730 AT2G45960 AT2G01140 AT2G21660 AT1G65930 AT1G78380 AT3G01480 AT3G16050 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G52840 AT5G53460 AT5G56630 AT5G62350
GO:0030243	cellulose metabolic process	3.26007349779409e-06	1.5706426973178e-05	3.92 (16/677; 126/20876)	AT1G30690 AT1G66180 AT3G24550 AT2G35880 AT2G24765 AT1G76160 AT4G39350 AT2G42580 AT1G12500 AT3G08600 AT3G18780 AT4G12420 AT3G57410 AT5G40890 AT5G43060 AT1G56590
GO:0043473	pigmentation	3.77041562310371e-06	1.75854211312732e-05	4.09 (15/677; 113/20876)	AT3G26520 AT2G34650 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0043476	pigment accumulation	3.77041562310371e-06	1.75854211312732e-05	4.09 (15/677; 113/20876)	AT3G26520 AT2G34650 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0043478	pigment accumulation in response to UV light	3.77041562310371e-06	1.75854211312732e-05	4.09 (15/677; 113/20876)	AT3G26520 AT2G34650 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0043479	pigment accumulation in tissues in response to UV light	3.77041562310371e-06	1.75854211312732e-05	4.09 (15/677; 113/20876)	AT3G26520 AT2G34650 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0043480	pigment accumulation in tissues	3.77041562310371e-06	1.75854211312732e-05	4.09 (15/677; 113/20876)	AT3G26520 AT2G34650 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0043481	anthocyanin accumulation in tissues in response to UV light	3.77041562310371e-06	1.75854211312732e-05	4.09 (15/677; 113/20876)	AT3G26520 AT2G34650 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0034284	response to monosaccharide	4.00081296745516e-06	1.85612765351721e-05	3.37 (19/677; 174/20876)	AT3G26520 AT1G66180 AT3G15450 AT3G15630 AT3G47340 AT2G23460 AT2G39010 AT1G03090 AT1G20840 AT3G61060 AT5G20250 AT1G78680 AT1G60010 AT2G31390 AT1G23870 AT3G18780 AT1G66200 AT3G49790 AT3G53420
GO:0035966	response to topologically incorrect protein	4.18252872871921e-06	1.93021962937568e-05	2.51 (30/677; 369/20876)	AT2G40140 AT4G33430 AT4G34150 AT3G63010 AT2G42790 AT1G07890 AT3G11820 AT3G19590 AT3G49530 AT3G57530 AT5G42050 AT2G33150 AT2G05940 AT2G46500 AT1G64610 AT3G05630 AT3G08720 AT5G47120 AT4G17615 AT2G02810 AT1G65930 AT1G78380 AT1G69270 AT3G28340 AT1G22070 AT4G33050 AT3G58120 AT5G02490 AT5G13840 AT5G52840
GO:0071369	cellular response to ethylene stimulus	4.45335787311792e-06	2.04444591254187e-05	3.64 (17/677; 144/20876)	AT1G23710 AT1G32920 AT3G55980 AT3G63010 AT2G30040 AT1G76600 AT5G59430 AT1G64610 AT1G27730 AT1G25560 AT3G46620 AT5G07580 AT2G27050 AT1G54100 AT1G69270 AT4G34000 AT4G17490
GO:0048584	positive regulation of response to stimulus	4.72089888659205e-06	2.15598068669472e-05	4.27 (14/677; 101/20876)	AT1G22770 AT3G63010 AT5G66880 AT2G33150 AT1G15100 AT1G18400 AT5G08130 AT1G35670 AT3G05120 AT3G25070 AT3G14990 AT4G03110 AT4G35790 AT5G53160
GO:0019318	hexose metabolic process	4.90078154959968e-06	2.22178678182282e-05	2.76 (25/677; 279/20876)	AT3G61580 AT1G06410 AT5G09810 AT1G07890 AT3G14100 AT1G20696 AT2G30870 AT1G23490 AT3G07390 AT3G12560 AT5G02500 AT5G10450 AT1G56600 AT2G01140 AT2G21660 AT2G47180 AT1G65930 AT1G78380 AT3G18780 AT3G12110 AT3G12630 AT4G24190 AT4G34870 AT3G52880 AT5G53460
GO:0046496	nicotinamide nucleotide metabolic process	4.9156699146452e-06	2.22178678182282e-05	2.49 (30/677; 372/20876)	AT2G41430 AT3G26520 AT4G18710 AT2G44920 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G47430 AT5G02500 AT5G04590 AT5G10450 AT5G13730 AT2G45960 AT2G01140 AT2G21660 AT1G65930 AT1G78380 AT3G01480 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G52840 AT5G53460 AT5G56630 AT5G62350
GO:0046777	protein autophosphorylation	5.89967163957548e-06	2.65286179528549e-05	3.57 (17/677; 147/20876)	AT3G07360 AT4G18710 AT2G30040 AT3G24550 AT3G16850 AT4G32300 AT3G45780 AT2G18790 AT4G23050 AT5G54380 AT1G35670 AT1G01540 AT3G19850 AT4G08920 AT3G61160 AT5G14640 AT5G54770
GO:0019362	pyridine nucleotide metabolic process	6.07694214874584e-06	2.71863201391261e-05	2.46 (30/677; 376/20876)	AT2G41430 AT3G26520 AT4G18710 AT2G44920 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G47430 AT5G02500 AT5G04590 AT5G10450 AT5G13730 AT2G45960 AT2G01140 AT2G21660 AT1G65930 AT1G78380 AT3G01480 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G52840 AT5G53460 AT5G56630 AT5G62350
GO:0009411	response to UV	6.1848273137706e-06	2.75285127030238e-05	2.87 (23/677; 247/20876)	AT3G26520 AT2G34650 AT5G05410 AT5G11260 AT2G01420 AT4G00730 AT4G38430 AT4G39400 AT5G23730 AT2G27820 AT2G06850 AT1G70940 AT3G09000 AT3G22840 AT3G18780 AT3G13510 AT1G51680 AT4G12420 AT4G22010 AT4G36220 AT4G38620 AT3G54920 AT4G16370
GO:0006816	calcium ion transport	6.48930169469577e-06	2.87378432306304e-05	3.92 (15/677; 118/20876)	AT3G26520 AT1G27770 AT3G16850 AT3G60130 AT2G30520 AT2G39010 AT1G20840 AT1G15820 AT1G12240 AT1G76490 AT3G16240 AT3G18780 AT1G66200 AT4G39080 AT3G53420
GO:0010114	response to red light	6.69199565189528e-06	2.94865505317576e-05	4.15 (14/677; 104/20876)	AT2G43010 AT5G24470 AT3G45780 AT5G11260 AT2G18790 AT1G09570 AT3G54890 AT5G67030 AT2G46340 AT2G24790 AT3G08940 AT3G22840 AT3G27690 AT3G18780
GO:0034655	nucleobase-containing compound catabolic process	7.22217949575049e-06	3.16635553682114e-05	2.53 (28/677; 341/20876)	AT2G41430 AT3G16830 AT3G26520 AT4G18710 AT1G07890 AT1G30110 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT3G22440 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G58720 AT5G62350
GO:0071491	cellular response to red light	7.77886901101481e-06	3.39345267670874e-05	15.42 (5/677; 10/20876)	AT2G43010 AT2G18790 AT1G09570 AT2G24790 AT3G22840
GO:0009805	coumarin biosynthetic process	7.93405764187299e-06	3.44401772573226e-05	5.71 (10/677; 54/20876)	AT2G30870 AT1G62380 AT4G34050 AT5G13710 AT2G30490 AT1G78680 AT1G76490 AT1G51680 AT4G38620 AT5G48930
GO:1904062	regulation of cation transmembrane transport	8.60882928242073e-06	3.71851428169897e-05	4.68 (12/677; 79/20876)	AT3G16850 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0009695	jasmonic acid biosynthetic process	8.84659239785359e-06	3.80248269732304e-05	3.63 (16/677; 136/20876)	AT1G32640 AT1G01720 AT1G32920 AT3G59060 AT1G17420 AT5G05140 AT5G42650 AT2G33150 AT2G30870 AT1G27730 AT3G17860 AT3G19970 AT4G39730 AT2G46510 AT1G72450 AT4G18950
GO:0009804	coumarin metabolic process	9.41824385730669e-06	4.02844525449883e-05	5.61 (10/677; 55/20876)	AT2G30870 AT1G62380 AT4G34050 AT5G13710 AT2G30490 AT1G78680 AT1G76490 AT1G51680 AT4G38620 AT5G48930
GO:0009641	shade avoidance	1.03697680005912e-05	4.40809096394024e-05	10.88 (6/677; 17/20876)	AT1G18400 AT5G08130 AT4G16780 AT2G42870 AT1G78600 AT1G73870
GO:0006733	oxidoreduction coenzyme metabolic process	1.0406375606949e-05	4.40809096394024e-05	2.32 (32/677; 426/20876)	AT2G41430 AT3G26520 AT4G18710 AT3G59060 AT2G44920 AT1G07890 AT5G42650 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G47430 AT5G02500 AT5G04590 AT5G10450 AT5G13730 AT2G45960 AT2G01140 AT2G21660 AT1G65930 AT1G78380 AT3G01480 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G52840 AT5G53460 AT5G56630 AT5G62350
GO:0009746	response to hexose	1.09720104466584e-05	4.62534650914295e-05	3.26 (18/677; 170/20876)	AT3G26520 AT3G15450 AT3G15630 AT3G47340 AT2G23460 AT2G39010 AT1G03090 AT1G20840 AT3G61060 AT5G20250 AT1G78680 AT1G60010 AT2G31390 AT1G23870 AT3G18780 AT1G66200 AT3G49790 AT3G53420
GO:0006006	glucose metabolic process	1.11416367547086e-05	4.67438097037131e-05	2.77 (23/677; 256/20876)	AT3G61580 AT1G06410 AT5G09810 AT1G07890 AT3G14100 AT1G20696 AT2G30870 AT1G23490 AT3G07390 AT3G12560 AT5G02500 AT5G10450 AT2G01140 AT2G21660 AT1G65930 AT1G78380 AT3G18780 AT3G12110 AT3G12630 AT4G24190 AT4G34870 AT3G52880 AT5G53460
GO:1902600	proton transmembrane transport	1.18476422383785e-05	4.94691026795453e-05	4.22 (13/677; 95/20876)	AT3G16850 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT2G18960 AT2G24790 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT5G54770
GO:0009851	auxin biosynthetic process	1.19613667247063e-05	4.97072510934415e-05	3.73 (15/677; 124/20876)	AT2G43010 AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G17300 AT5G49760
GO:2000377	regulation of reactive oxygen species metabolic process	1.2423243302572e-05	5.13831264699228e-05	3.01 (20/677; 205/20876)	AT2G43010 AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT3G10500 AT1G66880 AT4G26090 AT5G14740 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G33050 AT5G44070 AT5G24930 AT5G14920
GO:0009789	positive regulation of abscisic acid-activated signaling pathway	1.51286553825313e-05	6.16997303973004e-05	10.28 (6/677; 18/20876)	AT5G66880 AT2G33150 AT1G15100 AT1G35670 AT4G35790 AT5G53160
GO:1901421	positive regulation of response to alcohol	1.51286553825313e-05	6.16997303973004e-05	10.28 (6/677; 18/20876)	AT5G66880 AT2G33150 AT1G15100 AT1G35670 AT4G35790 AT5G53160
GO:1905959	positive regulation of cellular response to alcohol	1.51286553825313e-05	6.16997303973004e-05	10.28 (6/677; 18/20876)	AT5G66880 AT2G33150 AT1G15100 AT1G35670 AT4G35790 AT5G53160
GO:0009408	response to heat	1.53638203938983e-05	6.23687250882909e-05	2.59 (25/677; 298/20876)	AT1G23710 AT2G17840 AT1G07890 AT3G02990 AT4G24240 AT5G03720 AT5G05410 AT5G58070 AT1G79440 AT1G76180 AT1G20440 AT3G08720 AT5G02500 AT5G47910 AT5G57560 AT5G67030 AT2G02810 AT2G47180 AT1G13080 AT3G10300 AT3G16050 AT3G22840 AT3G27210 AT4G24190 AT5G02490
GO:0051049	regulation of transport	1.63513197034658e-05	6.593685862762e-05	3.17 (18/677; 175/20876)	AT1G09070 AT4G18710 AT3G11820 AT3G16850 AT2G28890 AT3G45780 AT2G18790 AT3G05630 AT4G23050 AT3G54890 AT2G24790 AT1G35670 AT1G65930 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0000302	response to reactive oxygen species	1.63931853802882e-05	6.593685862762e-05	2.52 (26/677; 318/20876)	AT1G22770 AT3G48360 AT3G63010 AT1G07890 AT4G24240 AT5G05410 AT1G64610 AT1G62380 AT5G01600 AT2G02810 AT2G47180 AT1G54100 AT2G18170 AT1G69270 AT1G70610 AT3G16050 AT3G17790 AT3G18780 AT1G58290 AT4G08920 AT4G24190 AT4G32190 AT4G34000 AT4G37610 AT5G02490 AT4G17490
GO:0071370	cellular response to gibberellin stimulus	1.85276219315613e-05	7.41817306848863e-05	4.35 (12/677; 85/20876)	AT3G63010 AT5G11260 AT1G20650 AT4G30270 AT4G35470 AT1G09530 AT1G12240 AT3G05120 AT1G18620 AT3G57040 AT3G61070 AT4G36540
GO:0042744	hydrogen peroxide catabolic process	1.92350761176687e-05	7.66642028996079e-05	4.71 (11/677; 72/20876)	AT2G41430 AT3G26520 AT1G07890 AT1G04400 AT4G35090 AT5G47910 AT2G22430 AT1G66200 AT4G34120 AT3G49220 AT3G52880
GO:0032880	regulation of protein localization	2.03260551451573e-05	8.06458868107454e-05	5.78 (9/677; 48/20876)	AT2G41430 AT4G18710 AT5G09810 AT1G56220 AT5G10450 AT2G45960 AT2G24790 AT3G57410 AT5G42100
GO:0017001	antibiotic catabolic process	2.19929930853556e-05	8.64770509327413e-05	4.65 (11/677; 73/20876)	AT2G41430 AT3G26520 AT1G07890 AT1G04400 AT4G35090 AT5G47910 AT2G22430 AT1G66200 AT4G34120 AT3G49220 AT3G52880
GO:0071365	cellular response to auxin stimulus	2.19929930853556e-05	8.64770509327413e-05	4.65 (11/677; 73/20876)	AT2G43010 AT3G48360 AT1G59870 AT3G59060 AT3G62980 AT2G34650 AT5G65670 AT2G42580 AT1G70940 AT5G17300 AT5G54510
GO:0009108	coenzyme biosynthetic process	2.23084362100172e-05	8.73257864800014e-05	2.43 (27/677; 343/20876)	AT2G41430 AT3G26520 AT4G18710 AT3G59060 AT1G07890 AT5G42650 AT2G30870 AT1G06570 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
